rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Wifi,Free parking on premises,TV,Washer,Paid crib - available upon request,Children’s books and toys for ages 2-5 years old,Baby bath - available upon request,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,City skyline view,Mountain view,Kitchen,Dedicated workspace,Shared outdoor pool - available all year, open specific hours, infinity, rooftop,Shared hot tub - open specific hours,Superhost,Shared pool,Private hot tub,55 inch HDTV with Netflix, premium cable,Elevator,Fast wifi – 158 Mbps,Free parking garage on premises – 1 space,60 inch HDTV with Netflix,Free washer – In unit,Portable air conditioning,Pets allowed
43,305,75,0,230,0,0,0,0,0,15208336,Condo in Bucaramanga,01/18/25 - 01/21/25,248,38,27,4.92,4.92 (83),7,https://www.airbnb.com/rooms/15208336?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,66,3,197,0.7943548387096774,16,35,51,0.2056451612903226,1 king bed,true,true,true,true,,,,,,false,false,true,true,,true,true,,,,true,true,,,,,,,,
44,305,95,0,210,0,0,0,0,0,786845689931180171,Loft in Bucaramanga,01/18/25 - 01/21/25,204,34,27,4.86,4.86 (57),11,https://www.airbnb.com/rooms/786845689931180171?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,66,3,219,1.0735294117647058,7,0,7,0.03431372549019608,1 king bed,,true,,,,,,,true,false,false,,true,true,true,true,,,true,,,true,true,,,,,,
45,305,135,0,170,0,0,0,0,0,761161251498209511,Loft in Bucaramanga,01/18/25 - 01/21/25,149,26,17,4.7,4.7 (33),19,https://www.airbnb.com/rooms/761161251498209511?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,39,3,117,0.785234899328859,11,21,32,0.21476510067114093,1 bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,300,80,0,220,0,0,0,0,0,1029760680798238273,Apartment in Bucaramanga,01/18/25 - 01/21/25,229,37,29,4.89,4.89 (19),9,https://www.airbnb.com/rooms/1029760680798238273?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,74,3,247,1.0786026200873362,7,0,7,0.03056768558951965,1 queen bed,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
47,300,100,0,200,0,0,0,0,0,15598096,Apartment in Bucaramanga,01/18/25 - 01/21/25,201,33,23,4.83,4.83 (98),13,https://www.airbnb.com/rooms/15598096?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,59,3,176,0.8756218905472637,0,25,25,0.12437810945273632,4 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
48,295,95,0,200,0,0,0,0,0,1270516944319690753,Loft in Bucaramanga,01/18/25 - 01/21/25,204,34,26,4.83,4.83 (6),13,https://www.airbnb.com/rooms/1270516944319690753?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,65,3,217,1.0637254901960784,9,0,9,0.04411764705882353,2 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
49,280,45,0,235,0,0,0,0,0,952422327043112294,Home in Bucaramanga,01/18/25 - 01/21/25,400,44,33,4.93,4.93 (28),6,https://www.airbnb.com/rooms/952422327043112294?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,99,3,298,0.745,46,56,102,0.255,8 beds,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
50,280,65,0,215,0,0,0,0,0,643519388803080888,Treehouse in Floridablanca,01/18/25 - 01/21/25,283,40,32,4.88,4.88 (33),10,https://www.airbnb.com/rooms/643519388803080888?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,93,3,278,0.9823321554770318,5,0,5,0.0176678445229682,1 queen bed,,,,,,,,,,,,true,,,,,,,,,,,,,,,,,
51,225,60,0,165,0,0,0,0,0,53642173,Apartment in Bucaramanga,01/18/25 - 01/21/25,289,41,28,4.69,4.69 (55),20,https://www.airbnb.com/rooms/53642173?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,68,3,203,0.7024221453287197,50,36,86,0.2975778546712803,8 beds,,,,,,,,,,,,,,,,,,,true,,,,,,,,,,
52,205,55,0,150,0,0,0,0,0,828979030932941798,Cabin in Floridablanca,01/18/25 - 01/21/25,313,42,30,4.62,4.62 (79),23,https://www.airbnb.com/rooms/828979030932941798?check_in=2025-01-19&check_out=2025-01-22&guests=1&adults=1,83,3,248,0.792332268370607,21,44,65,0.20766773162939298,8 beds,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
