rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,guestFavoriteScore,superhostScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,guest_favorite,Wifi,Free parking on premises,TV,Washer,Paid crib - available upon request,Children’s books and toys for ages 2-5 years old,Baby bath - available upon request,Exterior security cameras on property,Carbon monoxide alarm,Smoke alarm,Guest favorite,Courtyard view,Kitchen,Dedicated workspace,Pets allowed,32 inch HDTV with Netflix,Free washer – In unit,Private patio or balcony,HDTV,Hair dryer,Garden view,Patio or balcony,Backyard,Air conditioning,Smoking allowed,Elevator,Central air conditioning,Pool,Shared outdoor pool - open specific hours,infinity,Hot tub,50 inch HDTV,Paid washer – In unit,City skyline view,Mountain view,Shared outdoor pool - available all year,open specific hours,rooftop,HDTV with premium cable,Free parking garage on premises – 1 space,Refrigerator,Microwave,Shared sauna,Luggage dropoff allowed,Shared hot tub - available all year,43 inch HDTV with standard cable,Netflix,Disney+,Amazon Prime Video,Fast wifi – 66 Mbps,Shared pool,Pack ’n play/Travel crib,Fire pit,Free dryer – In unit,Superhost,Lake access,Shared pool - available all year,Washer – In unit,Private hot tub,Private outdoor pool - available all year,open 24 hours,Fast wifi – 244 Mbps,Shared pool - open specific hours,Shared hot tub,43 inch HDTV with Fire TV,Fast wifi – 179 Mbps,Free washer,Free street parking,Fast wifi – 325 Mbps,43 inch HDTV with Amazon Prime Video,Apple TV,standard cable,Park view,Wifi – 34 Mbps,Free carport on premises,40 inch HDTV with premium cable,HDTV with Netflix,Free residential garage on premises – 1 space,Haceb refrigerator,Fast wifi – 129 Mbps,32 inch HDTV with Amazon Prime Video,Sauna,Shared hot tub - open specific hours,41 inch HDTV with HBO Max,Chromecast,premium cable,Free driveway parking on premises – 4 spaces,lap pool,TV with Netflix,Roku,Paid washer,Fast wifi – 183 Mbps,Paid washer – In building,Fast wifi – 294 Mbps,Free carport on premises – 1 space,43 inch HDTV with premium cable,HBO Max,Dryer – In unit,Fast wifi – 185 Mbps,Free residential garage on premises,55 inch HDTV with Amazon Prime Video,Fire TV,Private hot tub - available all year,49 inch HDTV with Netflix,Private indoor pool - available all year,50 inch HDTV with standard cable,Shared patio or balcony,TV with standard cable,Shared backyard – Fully fenced,Long term stays allowed,Indoor pool - available all year,55 inch HDTV with HBO Max,43 inch HDTV,Dryer,Free driveway parking on premises – 2 spaces,55 inch HDTV with Netflix,Shared pool -,AC - split type ductless system,Fast wifi – 517 Mbps,Free driveway parking on premises – 1 space,Wifi – 36 Mbps,Free parking garage on premises – 2 spaces,TV with premium cable,Fast wifi – 158 Mbps,60 inch HDTV with Netflix,Portable air conditioning,Fast wifi – 125 Mbps,Shared indoor pool - open specific hours,48 inch HDTV,Fast wifi – 193 Mbps,102 inch HDTV with Netflix,Centrales refrigerator,Whirlpool refrigerator,HDTV with HBO Max,55 inch HDTV with Disney+,32 inch HDTV with standard cable,Crib,High chair,Fast wifi – 101 Mbps,42 inch HDTV with Netflix,Fast wifi – 260 Mbps,32 inch HDTV with Roku,42 inch HDTV with standard cable,40 inch HDTV,Bathtub,HDTV with Amazon Prime Video,Shared indoor pool - available all year,49 inch HDTV,Fast wifi – 535 Mbps,Free parking garage on premises,47 inch HDTV with Netflix,Fast wifi – 485 Mbps,49 inch HDTV with Amazon Prime Video,Shared backyard – Not fully fenced,Samsung refrigerator,37 inch HDTV with standard cable,Fast wifi – 429 Mbps,101 inch HDTV with standard cable,DVD player,Window AC unit,heated,Free residential garage on premises – 14 spaces,olympic-sized,pool toys,32 inch HDTV with Disney+,40 inch HDTV with standard cable,Mabe refrigerator,Fast wifi – 61 Mbps,HDTV with standard cable,50 inch HDTV with premium cable,Electrolux refrigerator,Pool view,46 inch HDTV with Netflix,Private sauna,Free residential garage on premises – 2 spaces,HDTV with Chromecast,EV charger - level 1,Private pool,140 inch TV,50 inch HDTV with Amazon Prime Video,43 inch TV,Private gym in building,Fast wifi – 488 Mbps,Shared backyard,Free driveway parking on premises – 5 spaces,Paid parking off premises,Private indoor pool,49 inch HDTV with premium cable,Free dryer – In building,Paid parking lot off premises,Shared outdoor pool - available seasonally,Free dryer,,Shared indoor pool - available seasonally,65 inch HDTV with Chromecast,60 inch HDTV with HBO Max,65 inch HDTV with Disney+,Fast wifi – 440 Mbps,70 inch HDTV with HBO Max,Free parking garage on premises – 83 spaces,50 inch TV with premium cable,Fast wifi – 137 Mbps,Fast wifi – 292 Mbps,Free residential garage on premises – 6 spaces,Private pool - available all year,55 inch HDTV,Pool - available seasonally,Private outdoor pool - open specific hours,Fast wifi – 82 Mbps,Free carport on premises – 2 spaces,55 inch HDTV with premium cable,Free parking on premises – 3 spaces,Challenger refrigerator,Shared indoor pool - open 24 hours,Fast wifi – 71 Mbps,Free parking on premises – 1 space,Fast wifi – 155 Mbps,127 inch HDTV with Netflix,Free parking on premises – 10 spaces,Fast wifi – 67 Mbps,42 inch HDTV with premium cable,43 inch HDTV with Netflix,Kaley refrigerator,Fast wifi – 347 Mbps,50 inch HDTV with Netflix,LikeIt,MessageSent,Responded,priceRankScore,Tab Order,priceRank,65 inch HDTV with Amazon Prime Video,TabOrder,Fast wifi – 314 Mbps,Bay view,Shared beach access,Fast wifi – 111 Mbps,Beach access – Beachfront,Ocean view,58 inch HDTV with Netflix,Fast wifi – 59 Mbps,Lake view,Wifi – 10 Mbps,37 inch HDTV with Chromecast,Private backyard – Not fully fenced,Children’s books and toys,Indoor fireplace
27,240,70,0,170,0,0,0,0,0,675887603105093956,Loft in Bucaramanga,01/18/25 - 01/21/25,180,25,18,4.93,4.93 (162),5,https://www.airbnb.com/rooms/675887603105093956?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,145,0.8055555556,10,25,35,0.1944444444,,TRUE,TRUE,TRUE,,,,,,TRUE,,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,225,60,0,165,0,0,0,0,0,667677702965621944,Condo in Bucaramanga,01/18/25 - 01/21/25,187,27,18,4.92,4.92 (36),6,https://www.airbnb.com/rooms/667677702965621944?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,48,3,144,0.7700534759,20,23,43,0.2299465241,,,,TRUE,,TRUE,,,,,FALSE,,,,TRUE,,TRUE,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,220,55,0,165,0,0,0,0,0,1177682406862661069,Loft in Bucaramanga,01/18/25 - 01/21/25,194,28,23,4.92,4.92 (12),6,https://www.airbnb.com/rooms/1177682406862661069?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,62,3,208,1.072164948,7,0,7,0.03608247423,2 beds,TRUE,TRUE,,TRUE,,,,,TRUE,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,205,35,0,170,0,0,0,0,0,732051270064253273,Apartment in Bucaramanga,01/18/25 - 01/21/25,205,32,21,4.93,4.93 (54),5,https://www.airbnb.com/rooms/732051270064253273?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,54,3,162,0.7902439024,14,29,43,0.2097560976,,TRUE,TRUE,,,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31,200,100,0,100,0,0,0,0,0,26735385,Condo in Bucaramanga,01/18/25 - 01/21/25,138,19,11,4.7,4.7 (157),19,https://www.airbnb.com/rooms/26735385?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,99,0.7173913043,22,17,39,0.2826086957,3 beds,,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,,,TRUE,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,200,105,0,95,0,0,0,0,0,876596912047259737,Apartment in Bucaramanga,01/18/25 - 01/21/25,136,18,12,4.69,4.69 (54),20,https://www.airbnb.com/rooms/876596912047259737?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,34,3,103,0.7573529412,14,19,33,0.2426470588,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,,,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33,195,30,0,165,0,0,0,0,0,15208336,Condo in Bucaramanga,01/18/25 - 01/21/25,225,33,22,4.92,4.92 (83),6,https://www.airbnb.com/rooms/15208336?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,177,0.7866666667,16,32,48,0.2133333333,1 king bed,TRUE,TRUE,TRUE,TRUE,,,,,,FALSE,FALSE,TRUE,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,190,40,0,150,0,0,0,0,0,786845689931180171,Loft in Bucaramanga,01/18/25 - 01/21/25,203,31,25,4.86,4.86 (57),9,https://www.airbnb.com/rooms/786845689931180171?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,66,3,218,1.073891626,7,0,7,0.03448275862,1 king bed,,TRUE,,,,,,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,185,45,0,140,0,0,0,0,0,15598096,Apartment in Bucaramanga,01/18/25 - 01/21/25,201,30,22,4.83,4.83 (98),11,https://www.airbnb.com/rooms/15598096?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,176,0.8756218905,0,25,25,0.1243781095,4 beds,TRUE,TRUE,TRUE,,,,,,,,,TRUE,,TRUE,TRUE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36,160,50,0,110,0,0,0,0,0,939743458569787793,Apartment in Bucaramanga,01/18/25 - 01/21/25,198,29,20,4.72,4.72 (36),17,https://www.airbnb.com/rooms/939743458569787793?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,52,3,155,0.7828282828,15,28,43,0.2171717172,4 beds,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,115,20,0,95,0,0,0,0,0,53642173,Apartment in Bucaramanga,01/18/25 - 01/21/25,289,35,26,4.69,4.69 (55),20,https://www.airbnb.com/rooms/53642173?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,68,3,203,0.7024221453,50,36,86,0.2975778547,8 beds,,TRUE,TRUE,,,,,,,FALSE,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
38,115,25,0,90,0,0,0,0,0,1091275334658179370,Apartment in Loma Mesa de Ruitoque,01/18/25 - 01/21/25,241,34,24,,New,21,https://www.airbnb.com/rooms/1091275334658179370?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,64,3,193,0.8008298755,14,34,48,0.1991701245,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,,,,,,,,,,,,,,,,,,,,,
1,175,,,90,,,,,,1103180747063026944,Apartment in Bucaramanga,01/18/25 - 01/21/25,61,2,,5,5.0 (64),1,https://www.airbnb.com/rooms/1103180747063026944?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,16,3,49,0.8032786885,3,9,12,0.1967213115,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,,1,,,,,,,,,,,,,,,,
2,145,,,55,,,,,,1156623638372071033,Loft in Bucaramanga,01/18/25 - 01/21/25,55,1,,4.85,4.85 (20),8,https://www.airbnb.com/rooms/1156623638372071033?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,16,3,59,1.072727273,0,8,8,0.1454545455,,,TRUE,TRUE,TRUE,TRUE,,,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,,2,,,,,,,,,,,,,,,,
3,135,,,85,,,,,,973330135090708682,Apartment in Bucaramanga,01/18/25 - 01/21/25,111,9,,4.98,4.98 (41),2,https://www.airbnb.com/rooms/973330135090708682?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,28,3,85,0.7657657658,10,16,26,0.2342342342,1 double bed,,,TRUE,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,3,,,,,,,,,,,,,,,,
4,135,,,60,,,,,,1306757463655611420,Apartment in Bucaramanga,01/18/25 - 01/21/25,88,4,,4.86,4.86 (7),7,https://www.airbnb.com/rooms/1306757463655611420?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,23,3,68,0.7727272727,8,12,20,0.2272727273,,,TRUE,TRUE,TRUE,,,,,TRUE,FALSE,FALSE,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,4,,,,,,,,,,,,,,,,
5,125,,,65,,,,,,813804294489879922,Loft in Bucaramanga,01/18/25 - 01/21/25,104,7,,4.89,4.89 (71),6,https://www.airbnb.com/rooms/813804294489879922?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,27,3,82,0.7884615385,7,15,22,0.2115384615,,,TRUE,TRUE,TRUE,TRUE,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,,5,,,,,,,,,,,,,,,,
6,125,,,45,,,,,,29874375,Apartment in Bucaramanga,01/18/25 - 01/21/25,73,3,,4.81,4.81 (282),10,https://www.airbnb.com/rooms/29874375?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,18,3,55,0.7534246575,8,10,18,0.2465753425,,,TRUE,,,,,,,TRUE,FALSE,FALSE,,,TRUE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,6,,,,,,,,,,,,,,,,
7,115,,,90,,,,,,868854386942984348,Apartment in Bucaramanga,01/18/25 - 01/21/25,179,14,,5,5.0 (4),1,https://www.airbnb.com/rooms/868854386942984348?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,46,3,172,0.9608938547,16,25,41,0.2290502793,4 beds,,TRUE,TRUE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,7,TRUE,,,,,,,,,,,,,,,
8,110,,,80,,,,,,675887603105093956,Loft in Bucaramanga,01/18/25 - 01/21/25,175,13,,4.93,4.93 (160),3,https://www.airbnb.com/rooms/675887603105093956?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,47,3,140,0.8,10,25,35,0.2,,,TRUE,TRUE,,,,,,TRUE,,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Yes,https://www.airbnb.com/guest/messages/2029754486,Yes,30,2,8,,,,,,,,,,,,,,,,
9,110,,,55,,,,,,1236859005990542320,Loft in Bucaramanga,01/18/25 - 01/21/25,109,8,,4.85,4.85 (26),8,https://www.airbnb.com/rooms/1236859005990542320?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,33,3,100,0.9174311927,9,0,9,0.08256880734,1 queen bed,,,,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,,9,,,,,,,,,,,,,,,,
10,105,,,90,,,,,,1058840822126285323,Dome in Bucaramanga,01/18/25 - 01/21/25,206,16,,5,5.0 (50),1,https://www.airbnb.com/rooms/1058840822126285323?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,59,3,177,0.859223301,0,29,29,0.140776699,,,TRUE,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,TRUE,,TRUE,,TRUE,,TRUE,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,10,,,,,,,,,,,,,,,,
11,105,,,70,,,,,,48941808,Condo in Bucaramanga,01/18/25 - 01/21/25,169,12,,4.9,4.9 (156),5,https://www.airbnb.com/rooms/48941808?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,43,3,129,0.7633136095,19,21,40,0.2366863905,,,,TRUE,,,,,,TRUE,FALSE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,TRUE,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,11,,,,,,,,,,,,,,,,
12,105,,,60,,,,,,659210780592323604,Loft in Bucaramanga,01/18/25 - 01/21/25,112,10,,4.86,4.86 (166),7,https://www.airbnb.com/rooms/659210780592323604?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,30,3,89,0.7946428571,7,16,23,0.2053571429,,,TRUE,TRUE,,,,,,,FALSE,FALSE,,,TRUE,TRUE,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,,12,,,,,,,,,,,,,,,,
13,105,,,35,,,,,,1118388214056074314,Apartment in Bucaramanga,01/18/25 - 01/21/25,98,5,,4.76,4.76 (34),12,https://www.airbnb.com/rooms/1118388214056074314?check_in=2025-01-19&guests=1&adults=1&check_out=2025-01-22,25,3,105,1.071428571,11,14,25,0.2551020408,1 double bed,,,TRUE,,TRUE,,,,TRUE,FALSE,FALSE,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,13,,,,,,,,,,,,,,,,
