rank,totalRankScore,totalPriceRankScore,nightlyRateScore,reviewRankScore,rareFindScore,acScore,wifiScore,id,title,dates,totalPrice,totalPriceRank,nightlyRateRank,reviewScore,reviewScoreString,reviewScoreRank,url,nightlyRateDisplay,nights,nightlyTotalDisplay,nightlyTotalDisplayPercent,cleaningFee,airbnbFee,feeTotal,feePercent,beds,rare_find,Kitchen,Fast wifi – 211 Mbps,Dedicated workspace,Free parking on premises,Pets allowed,65 inch HDTV with standard cable,Elevator,Free washer – In unit,Carbon monoxide alarm,Smoke alarm,Wifi,TV,Air conditioning,Refrigerator,HDTV with Netflix,Dryer,Central air conditioning,Luggage dropoff allowed,Hair dryer,Exterior security cameras on property,City skyline view,Mountain view,Fast wifi – 407 Mbps,Shared outdoor pool - available all year,open specific hours,heated,infinity,rooftop,Shared hot tub - available all year,open specific hours,Fast wifi – 447 Mbps,Free carport on premises – 1 space,Shared outdoor pool - available all year,open specific hours,heated,infinity,Paid dryer – In building,Microwave,Valley view,Fast wifi – 213 Mbps,Free street parking,43 inch HDTV with Netflix,Pool,Sauna,55 inch HDTV,Washer,Hot tub,Paid washer – In building,Private patio or balcony,Fast wifi – 293 Mbps,AC - split type ductless system,Fast wifi – 86 Mbps,Shared outdoor pool - available all year,open specific hours,heated,Shared hot tub,Bathtub,Fast wifi – 101 Mbps,Fast wifi – 55 Mbps,Fast wifi – 342 Mbps,Private hot tub,55 inch HDTV with standard cable,Garden view,Fast wifi – 446 Mbps,Private hot tub - available all year,open 24 hours,Fast wifi – 223 Mbps,55 inch HDTV with Netflix,Shared outdoor pool - available all year,open specific hours,heated,infinity,lap pool,rooftop,60 inch HDTV with standard cable,Park view,Shared outdoor pool - available all year,open specific hours,infinity,54 inch HDTV with Netflix,Private hot tub - available all year,Shared pool,Shared sauna,42 inch HDTV with standard cable,Free dryer – In unit,50 inch HDTV,Fast wifi – 560 Mbps,Fast wifi – 576 Mbps,60 inch HDTV with Netflix,Amazon Prime Video,Patio or balcony,Fast wifi – 200 Mbps,HDTV with standard cable,Fast wifi – 567 Mbps,TV with standard cable,HDTV,Free residential garage on premises – 1 space,Free driveway parking on premises – 3 spaces,Free washer – In building,Fast wifi – 300 Mbps,Fast wifi – 327 Mbps,50 inch HDTV with Amazon Prime Video,HBO Max,Netflix,premium cable,Free parking garage on premises – 1 space,Fast wifi – 60 Mbps,Free driveway parking on premises – 1 space,140 inch HDTV with HBO Max,Netflix,DVD player,Fast wifi – 165 Mbps,Fast wifi – 157 Mbps,Shared outdoor pool - available all year,heated,Fast wifi – 506 Mbps,Fast wifi – 328 Mbps,65 inch HDTV with Netflix,65 inch HDTV,Fast wifi – 133 Mbps,Free residential garage on premises,40 inch HDTV with Chromecast,standard cable,42 inch HDTV,Free carport on premises,47 inch TV with standard cable,Fast wifi – 59 Mbps,Long term stays allowed,42 inch HDTV with Netflix,Fast wifi – 413 Mbps,49 inch HDTV with Netflix,HDTV with Netflix,standard cable,Fast wifi – 346 Mbps,Free parking garage on premises,Fast wifi – 237 Mbps,Fast wifi – 378 Mbps,43 inch HDTV,Shared outdoor pool - available all year,open specific hours,Shared outdoor pool - available all year,open specific hours,lap pool,43 inch TV with Disney+,Netflix,Free dryer – In building,Courtyard view,70 inch HDTV with Netflix,standard cable,Fast wifi – 379 Mbps,32 inch HDTV with Fire TV,Netflix,premium cable,50 inch HDTV with Netflix,Fast wifi – 104 Mbps,Shared outdoor pool - available all year,open specific hours,rooftop,43 inch HDTV with Netflix,standard cable,Backyard,High chair,Fast wifi – 302 Mbps,Gym,32 inch HDTV with standard cable,Shared patio or balcony,Fast wifi – 162 Mbps,Fast wifi – 412 Mbps,40 inch TV with Netflix,Washer – In unit,43 inch HDTV with Netflix,standard cable,Disney+,HDTV with Netflix,premium cable,HDTV with standard cable,Amazon Prime Video,Netflix,Portable air conditioning,Fast wifi – 238 Mbps,52 inch HDTV,32 inch HDTV with premium cable,Haceb refrigerator,Paid parking on premises
85,1616,-5,580,505,0,4,532,1271288622876549112,Loft in Medellín,01/18/25 - 01/21/25,0,134,17,4.63,4.63 (8),32,https://www.airbnb.com/rooms/1271288622876549112?room_types%5B%5D=Entire%20home%2Fapt,44,0,0,NaN,0,0,0,NaN,1 queen bed,85,FALSE,TRUE,,TRUE,,TRUE,,TRUE,,FALSE,FALSE,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,1611,-5,510,570,0,4,532,1143570611519119472,Loft in Medellín,01/18/25 - 01/21/25,0,134,31,4.81,4.81 (54),19,https://www.airbnb.com/rooms/1143570611519119472?room_types%5B%5D=Entire%20home%2Fapt,61,0,0,NaN,0,0,0,NaN,1 queen bed,86,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,1611,-5,515,565,0,4,532,1272789191600354545,Apartment in Medellín,01/18/25 - 01/21/25,0,134,30,4.8,4.8 (5),20,https://www.airbnb.com/rooms/1272789191600354545?room_types%5B%5D=Entire%20home%2Fapt,60,0,0,NaN,0,0,0,NaN,,87,FALSE,TRUE,,TRUE,,TRUE,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,1606,-5,425,650,0,4,532,671128234081312602,Apartment in Medellín,01/18/25 - 01/21/25,0,134,48,4.98,4.98 (110),3,https://www.airbnb.com/rooms/671128234081312602?room_types%5B%5D=Entire%20home%2Fapt,89,0,0,NaN,0,0,0,NaN,1 king bed,88,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,FALSE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,1606,-5,500,575,0,4,532,46046154,Apartment in Medellín,01/18/25 - 01/21/25,0,134,33,4.82,4.82 (105),18,https://www.airbnb.com/rooms/46046154?room_types%5B%5D=Entire%20home%2Fapt,63,0,0,NaN,0,0,0,NaN,2 beds,89,FALSE,TRUE,,TRUE,,TRUE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,1601,-5,445,625,0,4,532,18345419,Condo in Medellín,01/18/25 - 01/21/25,0,134,44,4.93,4.93 (121),8,https://www.airbnb.com/rooms/18345419?room_types%5B%5D=Entire%20home%2Fapt,85,0,0,NaN,0,0,0,NaN,1 queen bed,90,FALSE,TRUE,,,,,,TRUE,TRUE,FALSE,,TRUE,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,1601,-5,490,580,0,4,532,621833492881223520,Apartment in Envigado,01/18/25 - 01/21/25,0,134,35,4.83,4.83 (47),17,https://www.airbnb.com/rooms/621833492881223520?room_types%5B%5D=Entire%20home%2Fapt,70,0,0,NaN,0,0,0,NaN,1 king bed,91,FALSE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,1601,-5,495,575,0,4,532,1224807524449026520,Apartment in Medellín,01/18/25 - 01/21/25,0,134,34,4.82,4.82 (17),18,https://www.airbnb.com/rooms/1224807524449026520?room_types%5B%5D=Entire%20home%2Fapt,65,0,0,NaN,0,0,0,NaN,1 bed,92,FALSE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,FALSE,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,1596,-5,405,660,0,4,532,1139382594036177963,Loft in El Poblado,01/18/25 - 01/21/25,0,134,52,5,5.0 (32),1,https://www.airbnb.com/rooms/1139382594036177963?room_types%5B%5D=Entire%20home%2Fapt,101,0,0,NaN,0,0,0,NaN,,93,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,1596,-5,525,540,0,4,532,1147500958700395371,Loft in Medellín,01/18/25 - 01/21/25,0,134,28,4.74,4.74 (53),25,https://www.airbnb.com/rooms/1147500958700395371?room_types%5B%5D=Entire%20home%2Fapt,56,0,0,NaN,0,0,0,NaN,,94,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,1596,-5,530,535,0,4,532,560208873938280270,Apartment in Medellín,01/18/25 - 01/21/25,0,134,27,4.73,4.73 (114),26,https://www.airbnb.com/rooms/560208873938280270?room_types%5B%5D=Entire%20home%2Fapt,55,0,0,NaN,0,0,0,NaN,1 sofa bed,95,FALSE,TRUE,,TRUE,,,,,TRUE,FALSE,FALSE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,1591,-5,525,535,0,4,532,54227955,Loft in Laureles-Estadio,01/18/25 - 01/21/25,0,134,28,4.73,4.73 (305),26,https://www.airbnb.com/rooms/54227955?room_types%5B%5D=Entire%20home%2Fapt,56,0,0,NaN,0,0,0,NaN,,96,FALSE,TRUE,,,,,,TRUE,,FALSE,,TRUE,TRUE,,,,,,,,,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,1586,-5,395,660,0,4,532,1110843300547404096,Apartment in Medellín,01/18/25 - 01/21/25,0,134,54,5,5.0 (22),1,https://www.airbnb.com/rooms/1110843300547404096?room_types%5B%5D=Entire%20home%2Fapt,105,0,0,NaN,0,0,0,NaN,1 queen bed,97,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,1586,-5,395,660,0,4,532,1194215555930647940,Apartment in Medellín,01/18/25 - 01/21/25,0,134,54,5,5.0 (6),1,https://www.airbnb.com/rooms/1194215555930647940?room_types%5B%5D=Entire%20home%2Fapt,105,0,0,NaN,0,0,0,NaN,1 bed,98,FALSE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,1586,-5,410,645,0,4,532,48707353,Condo in El Poblado,01/18/25 - 01/21/25,0,134,51,4.97,4.97 (137),4,https://www.airbnb.com/rooms/48707353?room_types%5B%5D=Entire%20home%2Fapt,100,0,0,NaN,0,0,0,NaN,,99,FALSE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,1586,-5,465,590,0,4,532,1006223464252621453,Apartment in Medellín,01/18/25 - 01/21/25,0,134,40,4.85,4.85 (48),15,https://www.airbnb.com/rooms/1006223464252621453?room_types%5B%5D=Entire%20home%2Fapt,80,0,0,NaN,0,0,0,NaN,1 king bed,100,FALSE,TRUE,,TRUE,,,,TRUE,,FALSE,FALSE,TRUE,TRUE,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,1586,-5,510,545,0,4,532,43111024,Loft in Medellín,01/18/25 - 01/21/25,0,134,31,4.75,4.75 (387),24,https://www.airbnb.com/rooms/43111024?room_types%5B%5D=Entire%20home%2Fapt,61,0,0,NaN,0,0,0,NaN,1 double bed,101,FALSE,TRUE,,TRUE,,TRUE,,,,,,TRUE,,TRUE,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,1576,-5,410,635,0,4,532,44059830,Apartment in Medellín,01/18/25 - 01/21/25,0,134,51,4.95,4.95 (274),6,https://www.airbnb.com/rooms/44059830?room_types%5B%5D=Entire%20home%2Fapt,100,0,0,NaN,0,0,0,NaN,2 beds,102,FALSE,TRUE,,,TRUE,,,,,,,TRUE,,,,,TRUE,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,1576,-5,515,530,0,4,532,7417736,Apartment in Medellin,01/18/25 - 01/21/25,0,134,30,4.71,4.71 (79),27,https://www.airbnb.com/rooms/7417736?room_types%5B%5D=Entire%20home%2Fapt,60,0,0,NaN,0,0,0,NaN,,103,FALSE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,1571,-5,380,660,0,4,532,1224153600650216659,Condo in Medellín,01/18/25 - 01/21/25,0,134,57,5,5.0 (17),1,https://www.airbnb.com/rooms/1224153600650216659?room_types%5B%5D=Entire%20home%2Fapt,115,0,0,NaN,0,0,0,NaN,,104,FALSE,TRUE,,TRUE,,,,,,FALSE,,,,,,,,,,,TRUE,TRUE,TRUE,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,1571,-5,385,655,0,4,532,980423589172791847,Apartment in El Poblado,01/18/25 - 01/21/25,0,134,56,4.99,4.99 (80),2,https://www.airbnb.com/rooms/980423589172791847?room_types%5B%5D=Entire%20home%2Fapt,114,0,0,NaN,0,0,0,NaN,,105,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,FALSE,FALSE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,1566,-5,415,620,0,4,532,53479189,Apartment in Medellín,01/18/25 - 01/21/25,0,134,50,4.92,4.92 (143),9,https://www.airbnb.com/rooms/53479189?room_types%5B%5D=Entire%20home%2Fapt,95,0,0,NaN,0,0,0,NaN,2 beds,106,FALSE,TRUE,,TRUE,TRUE,,,TRUE,,FALSE,,TRUE,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,1566,-5,455,580,0,4,532,1012570690748982103,Apartment in Medellín,01/18/25 - 01/21/25,0,134,42,4.83,4.83 (18),17,https://www.airbnb.com/rooms/1012570690748982103?room_types%5B%5D=Entire%20home%2Fapt,82,0,0,NaN,0,0,0,NaN,,107,FALSE,TRUE,,TRUE,,,,TRUE,,FALSE,FALSE,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,1561,-5,370,660,0,4,532,1186506316124592420,Apartment in Medellín,01/18/25 - 01/21/25,0,134,59,5,5.0 (9),1,https://www.airbnb.com/rooms/1186506316124592420?room_types%5B%5D=Entire%20home%2Fapt,120,0,0,NaN,0,0,0,NaN,1 queen bed,108,FALSE,TRUE,,TRUE,TRUE,,,TRUE,,,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,1561,-5,425,605,0,4,532,866802885640118329,Apartment in Medellín,01/18/25 - 01/21/25,0,134,48,4.89,4.89 (63),12,https://www.airbnb.com/rooms/866802885640118329?room_types%5B%5D=Entire%20home%2Fapt,89,0,0,NaN,0,0,0,NaN,3 beds,109,FALSE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,FALSE,FALSE,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,1556,-5,375,650,0,4,532,675135413436049898,Villa in Rionegro,01/18/25 - 01/21/25,0,134,58,4.98,4.98 (98),3,https://www.airbnb.com/rooms/675135413436049898?room_types%5B%5D=Entire%20home%2Fapt,119,0,0,NaN,0,0,0,NaN,2 king beds,110,FALSE,TRUE,,,TRUE,TRUE,,,,FALSE,FALSE,TRUE,,,,,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,1551,-5,360,660,0,4,532,1038722082646177701,Apartment in Medellín,01/18/25 - 01/21/25,0,134,61,5,5.0 (25),1,https://www.airbnb.com/rooms/1038722082646177701?room_types%5B%5D=Entire%20home%2Fapt,124,0,0,NaN,0,0,0,NaN,,111,FALSE,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,1551,-5,430,590,0,4,532,16347642,Apartment in Medellín,01/18/25 - 01/21/25,0,134,47,4.85,4.85 (156),15,https://www.airbnb.com/rooms/16347642?room_types%5B%5D=Entire%20home%2Fapt,88,0,0,NaN,0,0,0,NaN,1 queen bed,112,FALSE,TRUE,,TRUE,TRUE,,,TRUE,TRUE,,,TRUE,,,,,,,,,TRUE,,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,1546,-5,355,660,0,4,532,1263772419185707598,Apartment in Medellín,01/18/25 - 01/21/25,0,134,62,5,5.0 (12),1,https://www.airbnb.com/rooms/1263772419185707598?room_types%5B%5D=Entire%20home%2Fapt,128,0,0,NaN,0,0,0,NaN,1 queen bed,113,FALSE,TRUE,,TRUE,TRUE,TRUE,,,,FALSE,,TRUE,TRUE,,,,,,,,,TRUE,,,,,,,,,,,,,,TRUE,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,1541,-5,410,600,0,4,532,673986901393906440,Loft in Medellín,01/18/25 - 01/21/25,0,134,51,4.88,4.88 (147),13,https://www.airbnb.com/rooms/673986901393906440?room_types%5B%5D=Entire%20home%2Fapt,100,0,0,NaN,0,0,0,NaN,2 beds,114,FALSE,TRUE,,TRUE,TRUE,,,,,,,TRUE,,,,,TRUE,,TRUE,,,,,,,,,,,,,,,,,TRUE,,,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,1536,-5,400,605,0,4,532,1198621776895483493,Apartment in Medellín,01/18/25 - 01/21/25,0,134,53,4.89,4.89 (18),12,https://www.airbnb.com/rooms/1198621776895483493?room_types%5B%5D=Entire%20home%2Fapt,103,0,0,NaN,0,0,0,NaN,2 beds,115,FALSE,TRUE,,TRUE,,,,,,,,TRUE,TRUE,TRUE,,,,,,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,1531,-5,340,660,0,4,532,1277756162739223375,Condo in Medellín,01/18/25 - 01/21/25,0,134,65,5,5.0 (8),1,https://www.airbnb.com/rooms/1277756162739223375?room_types%5B%5D=Entire%20home%2Fapt,147,0,0,NaN,0,0,0,NaN,2 beds,116,FALSE,TRUE,,TRUE,TRUE,,,,,FALSE,,,,,,,,,,,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
